UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E013,F3E013,XF3E014,F3E014,XF3E015,F3E015,XF3E016,F3E016,XF3E017,F3E017,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02A3,F3E02A3,XF3E02A4,F3E02A4,XF3E02A5,F3E02A5,XF3E02A6,F3E02A6,XF3E02A7,F3E02A7,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E02B3,F3E02B3,XF3E02B4,F3E02B4,XF3E02B5,F3E02B5,XF3E02B6,F3E02B6,XF3E02B7,F3E02B7,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03A3,F3E03A3,XF3E03A4,F3E03A4,XF3E03A5,F3E03A5,XF3E03A6,F3E03A6,XF3E03A7,F3E03A7,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03B3,F3E03B3,XF3E03B4,F3E03B4,XF3E03B5,F3E03B5,XF3E03B6,F3E03B6,XF3E03B7,F3E03B7,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E03C3,F3E03C3,XF3E03C4,F3E03C4,XF3E03C5,F3E03C5,XF3E03C6,F3E03C6,XF3E03C7,F3E03C7,XF3E041,F3E041,XF3E042,F3E042,XF3E043,F3E043,XF3E044,F3E044,XF3E045,F3E045,XF3E046,F3E046,XF3E047,F3E047,XF3E051,F3E051,XF3E057,F3E057,XF3E101,F3E101,XF3E102,F3E102,XF3E103,F3E103,XF3E104,F3E104,XF3E105,F3E105,XF3E106,F3E106,XF3E107,F3E107,XF3E111,F3E111,XF3E112,F3E112,XF3E113,F3E113,XF3E114,F3E114,XF3E115,F3E115,XF3E116,F3E116,XF3E117,F3E117,XF3E061,F3E061,XF3E062,F3E062,XF3E063,F3E063,XF3E064,F3E064,XF3E065,F3E065,XF3E066,F3E066,XF3E067,F3E067,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03   
450979,"R",93201000,"R",0,"R",4167000,"R",76536000,"R",89350000,"R",0,"R",3851000,"R",93201000,"R",0,"R",0,"R",6717000,"R",1797000,"Z",0,"R",8514000,"R",4347000,"R",4167000,"R",41063000,"R",74350000,"R",0,"R",-33287000,"R",5318000,"R",31820000,"R",0,"R",3851000,"R",3941000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3941000,"Z",0,"Z",0,"R",41063000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",41063000,"R",9728000,"R",7744000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1984000,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",690000,"R",690000,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",6565000,"R",4440000,"Z",0,"Z",0,"Z",0,"Z",0,"R",2125000,"R",47450000,"R",7499000,"Z",0,"Z",0,"Z",0,"Z",0,"R",39951000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",9917000,"R",0,"Z",0,"R",0,"Z",0,"Z",0,"R",9917000,"R",74350000,"R",20373000,"Z",0,"Z",0,"Z",0,"R",53977000,"R",0,"R",14000, 3
450988,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",734519,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",734519,"R",0,"R",0,"R",980023,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",42628,"A",,"A",,"R",0,"R",1022651,"R",229905,"R",229905,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12500,"R",12500,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",8540,"R",8540,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",92617,"R",92617,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",598483,"R",598483,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",942045,"R",942045,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,-2
451006,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",571537,"R",17189,"Z",0,"Z",0,"Z",0,"R",0,"R",588726,"Z",0,"Z",0,"R",1432435,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",1432435,"R",286709,"R",286709,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",60000,"R",60000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",250377,"R",250377,"R",0,"R",0,"R",0,"R",0,"R",0,"R",135464,"R",132314,"R",3150,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",732550,"R",729400,"R",3150,"R",0,"R",0,"R",0,"A",,"A",,-2
451015,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1418538,"R",16750,"R",0,"R",0,"R",0,"R",0,"R",1435288,"Z",0,"R",0,"R",2195467,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"A",,"A",,"R",1453085,"R",3648552,"R",756922,"R",467366,"R",42274,"R",239120,"R",8162,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",986588,"R",168359,"R",20780,"R",793235,"R",4214,"R",0,"R",0,"R",652630,"R",460246,"R",59457,"R",121447,"R",11480,"R",0,"R",0,"R",1136170,"R",589925,"R",55529,"R",477896,"R",12820,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-1631698,"Z",0,"Z",0,"R",1631698,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3532310,"R",1685896,"R",178040,"R",36676,"R",0,"R",1631698,"A",,"A",,-2
451042,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",129232,"Z",0,"Z",0,"Z",0,"Z",0,"R",6449,"R",135681,"Z",0,"Z",0,"R",583281,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",75362,"A",,"A",,"R",0,"R",658643,"R",132612,"R",132612,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5010,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5010,"R",9023,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9023,"R",63715,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",63715,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",210360,"R",132612,"Z",0,"Z",0,"Z",0,"R",77748,"A",,"A",,-2
451051,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",132398,"R",0,"R",0,"R",0,"R",0,"R",0,"R",132398,"R",0,"R",0,"R",519761,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",250,"R",30022,"A",,"A",,"R",0,"R",550033,"R",431581,"R",132276,"R",24718,"Z",0,"R",8806,"Z",0,"R",265781,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5426,"R",3440,"R",407,"Z",0,"Z",0,"Z",0,"R",1579,"R",21776,"R",19474,"R",2302,"Z",0,"Z",0,"Z",0,"R",0,"R",43431,"R",38840,"R",4591,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",502214,"R",194030,"R",32018,"R",8806,"Z",0,"R",267360,"A",,"A",,-2
451060,"R",1962122,"Z",0,"R",677451,"Z",0,"R",1137374,"Z",0,"R",824748,"R",1962122,"Z",0,"R",654452,"R",334644,"Z",0,"R",1501162,"R",2490258,"R",1812807,"R",677451,"R",5571910,"R",5320896,"R",0,"R",251014,"R",-216470,"R",790204,"R",0,"R",824748,"R",1097097,"R",46413,"R",50300,"R",50300,"Z",0,"R",713027,"R",1906837,"R",713027,"Z",0,"R",5549348,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22562,"Z",0,"Z",0,"Z",0,"R",0,"R",5571910,"R",1094994,"R",663048,"R",112895,"R",286741,"R",32310,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",822549,"R",452212,"R",76997,"R",195563,"R",22036,"Z",0,"R",75741,"R",1363621,"R",797533,"R",135794,"R",344900,"R",38863,"Z",0,"R",46531,"R",2039732,"R",766189,"R",130457,"R",331345,"R",37336,"Z",0,"R",774405,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-1158549,"Z",0,"Z",0,"R",1158549,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",5320896,"R",2678982,"R",456143,"R",130545,"Z",0,"R",2055226,"A",,"A",,-2
451097,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",592770,"R",0,"R",0,"R",0,"R",0,"R",0,"R",592770,"R",0,"R",0,"R",1312378,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1222,"R",252481,"A",,"A",,"R",0,"R",1566081,"R",531522,"R",500522,"R",31000,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",232155,"R",220155,"R",12000,"Z",0,"Z",0,"Z",0,"R",0,"R",104141,"R",100141,"R",4000,"Z",0,"Z",0,"Z",0,"R",0,"R",244814,"R",220814,"R",24000,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",1112632,"R",1041632,"R",71000,"Z",0,"Z",0,"R",0,"A",,"A",,-2
451103,"R",3323418,"Z",0,"R",243960,"Z",0,"R",651805,"R",0,"R",2671613,"R",3323418,"Z",0,"Z",0,"R",759789,"Z",0,"R",115817,"R",875606,"R",631646,"R",243960,"R",10699491,"R",8623665,"R",0,"R",2075826,"R",-325107,"R",920894,"R",0,"R",2671613,"R",3452781,"R",333557,"R",0,"R",0,"R",0,"R",0,"R",3786338,"R",0,"R",0,"R",10699491,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",10699491,"R",2517507,"R",965769,"R",0,"R",1542597,"R",7347,"R",1794,"R",0,"R",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",2235172,"R",1200000,"R",0,"Z",0,"Z",0,"Z",0,"R",1035172,"R",750000,"R",750000,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",2938722,"R",2053647,"R",0,"R",885075,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-2445675,"R",0,"R",0,"R",2445675,"R",182264,"R",0,"R",0,"R",18003,"R",0,"R",0,"R",164261,"R",8623665,"R",4969416,"R",0,"R",7347,"R",1794,"R",3645108,"A",,"A",,-2
451121,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",395645,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",395645,"R",0,"R",0,"R",1337430,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",215883,"A",,"A",,"R",0,"R",1553313,"R",587824,"R",254387,"Z",0,"Z",0,"Z",0,"Z",0,"R",333437,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",101578,"R",50629,"Z",0,"Z",0,"Z",0,"Z",0,"R",50949,"R",1047430,"R",409919,"Z",0,"Z",0,"Z",0,"Z",0,"R",637511,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",197874,"R",0,"Z",0,"R",0,"R",81639,"R",31690,"R",84545,"R",1934706,"R",714935,"Z",0,"R",81639,"R",31690,"R",1106442,"A",,"A",,-2
451130,"R",2984861,"Z",0,"R",1420315,"Z",0,"R",1610403,"Z",0,"R",1374458,"R",2984861,"Z",0,"R",1583824,"R",269870,"Z",0,"Z",0,"R",1853694,"R",433379,"R",1420315,"R",5401042,"R",4998904,"R",0,"R",402138,"Z",0,"R",1072712,"R",-100392,"R",1374458,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5399121,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1921,"R",0,"R",0,"Z",0,"R",0,"R",5401042,"R",1753450,"R",979960,"R",170793,"Z",0,"Z",0,"R",11004,"R",591693,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",628965,"R",326654,"R",56931,"Z",0,"Z",0,"R",3668,"R",241712,"R",1179953,"R",326653,"R",56931,"Z",0,"Z",0,"R",3668,"R",792701,"R",1361221,"R",699971,"R",121995,"Z",0,"R",143370,"R",7860,"R",388025,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",-75315,"R",0,"Z",0,"R",75315,"R",75315,"R",0,"R",0,"R",75315,"R",0,"R",0,"R",0,"R",4998904,"R",2333238,"R",406650,"R",143370,"R",26200,"R",2089446,"R",0,"R",0, 3
451149,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2068589,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",2068589,"Z",0,"Z",0,"R",7764988,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",25735,"R",3480206,"A",,"A",,"R",0,"R",11270929,"R",5613034,"R",1706449,"R",214325,"R",846485,"R",296648,"R",31744,"R",2517383,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1045882,"R",706033,"R",184033,"R",141081,"Z",0,"Z",0,"R",14735,"R",1080881,"R",485004,"R",62645,"R",70540,"Z",0,"Z",0,"R",462692,"R",2230284,"R",870813,"R",102874,"R",352703,"Z",0,"R",14166,"R",889728,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-1410809,"Z",0,"Z",0,"R",1410809,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9970081,"R",3768299,"R",563877,"R",296648,"R",45910,"R",5295347,"A",,"A",,-2
451158,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1945186,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1945186,"Z",0,"Z",0,"R",7514955,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3110,"R",2895802,"A",,"A",,"R",0,"R",10413867,"R",5186208,"R",1576687,"R",198027,"R",782117,"R",274091,"R",29331,"R",2325955,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",966352,"R",652345,"R",170039,"R",130353,"Z",0,"Z",0,"R",13615,"R",998689,"R",448124,"R",57882,"R",65176,"Z",0,"Z",0,"R",427507,"R",2060690,"R",804594,"R",95052,"R",325882,"Z",0,"R",13088,"R",822074,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-1303528,"Z",0,"Z",0,"R",1303528,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9211939,"R",3481750,"R",521000,"R",274091,"R",42419,"R",4892679,"A",,"A",,-2
451167,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",389014,"R",6186,"R",0,"R",0,"R",0,"R",0,"R",395200,"R",0,"R",0,"R",389014,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",54496,"A",,"A",,"R",0,"R",443510,"R",222318,"R",222318,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",104375,"R",104375,"R",0,"R",0,"R",0,"R",0,"R",0,"R",81020,"R",81020,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37440,"R",37440,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",445153,"R",445153,"R",0,"R",0,"R",0,"R",0,"A",,"A",,-2
451194,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",94442,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",94442,"R",0,"R",0,"R",364841,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",374,"R",59267,"A",,"A",,"R",0,"R",424482,"R",131396,"R",75197,"R",3466,"R",0,"R",2121,"Z",0,"R",50612,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",148301,"R",125125,"R",1485,"R",0,"Z",0,"Z",0,"R",21691,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",279697,"R",200322,"R",4951,"R",2121,"Z",0,"R",72303,"A",,"A",,-2
451219,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35056,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",35056,"Z",0,"Z",0,"R",196017,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11873,"A",,"A",,"R",0,"R",207890,"R",53569,"R",53569,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",39409,"R",39409,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",6000,"R",6000,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",6000,"R",6000,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",92232,"R",0,"Z",0,"R",0,"Z",0,"Z",0,"R",92232,"R",197210,"R",104978,"Z",0,"Z",0,"Z",0,"R",92232,"A",,"A",,-2
451228,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",510357,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",510357,"R",0,"R",0,"R",3365519,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",3365519,"R",830000,"R",456000,"R",152000,"R",222000,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",171000,"Z",0,"Z",0,"R",161000,"R",10000,"Z",0,"R",0,"R",75000,"Z",0,"Z",0,"R",75000,"Z",0,"Z",0,"R",0,"R",1322000,"Z",0,"Z",0,"R",1322000,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-1780000,"Z",0,"Z",0,"R",1780000,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",2398000,"R",456000,"R",152000,"R",10000,"Z",0,"R",1780000,"A",,"A",,-2
